,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,pH,sulphates,other_acids,free sulfur dioxide,total sulfur dioxide,density,alcohol
585,0.14145737190499466,-0.6055225397492344,-0.679651909197987,1.1046533077350118,-0.4008060681747361,-2.2297163195205534,-1.15061890219815,0.8211092811029816,-0.25497581544971937,-0.6147577590086711,0.23457719613012595,-0.6639171407643676
6347,-0.012786267469329295,0.2448364929540475,-0.06004598991884842,-0.7239388990382236,-0.0011865969123596685,0.07219606398255096,1.5375050636101024,0.047259722449519134,-0.8747627819727997,-1.5348266907208985,0.007792769470799517,0.6776669842243598
3748,-0.7840044643409482,-0.6055225397492344,-0.4731166027716074,1.4829827298260263,-0.029730844859672114,0.507693001402056,-0.14257241502005516,-0.31088786156934073,0.9282538479125251,0.32300480600571435,0.9616213874792336,-1.2508601954469347
1664,0.6813101097151273,-0.3625628161197251,0.9726305422130492,2.092513465417105,0.08444614692957844,0.32105145679369745,0.32784927899638866,-0.29132043249792205,0.08308980265377904,1.0838310379985177,1.9021097450960007,-1.2508601954469347
5206,2.3779901428326897,0.5485361474909337,0.8349403379287962,-0.6398656941291094,4.5088045787630335,-0.17665932882859556,0.6638647747224204,1.5430498049038937,-1.4382054788119636,-1.835618456857588,1.5686032353028259,-0.8316151563879578
5645,1.0669192081509369,-0.05886316158283882,0.5595599293602903,-0.5978290916745522,0.7695080976650812,0.507693001402056,-0.34418171245567425,0.5073592787906466,-0.8184185122888833,-0.8447749919367279,1.0416629498296384,-0.9154641641997529
4454,-0.475517185592301,-0.969962125193498,-0.4042715006294809,2.491861188735398,-0.14390783664892268,-1.3587224446815402,-0.6801972081817057,-0.07124568496282012,-0.7620742426049669,0.5884093055380876,1.2350967255096508,-0.9154641641997529
1972,0.29570101127931786,-0.8484822633787434,-0.4042715006294809,-0.19848136835625935,0.8551408415070187,-0.425514721639742,-0.7474003073269121,0.6999725119087987,0.36481115107336093,0.3053111727035561,0.5347330549439872,-1.0831621798233446
363,0.06433555221783233,-0.7270024015639889,0.3530246229339106,1.8613121519170408,0.1986231387188288,-2.043074774912192,-1.0162127039077369,-0.2886890707160783,0.9845981175964412,1.3315419042287326,1.0349928196337683,-1.2508601954469347
5939,-0.2441517265308148,0.9129757329351974,-0.8861872156243665,-0.7869938027200594,0.6553311058758307,1.005403787024349,0.7310678738676268,0.6420354890935517,-0.9874513213406324,-1.5879075906273732,0.2579226518156901,-0.5800681329525711
5937,1.2982846672124229,0.9737156638425748,-0.7484970113401136,-0.6819022965836665,0.9122293374016444,0.6943345460104172,2.0079267576265463,2.046781678552537,-0.5366971638693013,-1.3578903576993162,0.7415070910157772,0.5099689686007681
2360,0.6813101097151273,-0.5447826088418571,0.14648931650753128,0.9785435003713404,-0.1724520845962351,-0.3010870252341688,-0.2769786133104679,0.534820793207596,-0.02959873671405376,0.09298757307765754,0.8482291741495888,-0.32852110951718577
4384,-0.6297608249666243,-0.4840426779344798,-0.7484970113401136,0.5791957770530476,-0.1724520845962351,0.07219606398255096,-0.34418171245567425,0.11873618637348925,1.1536309266481906,1.1722992045093088,0.2412473263260332,-0.8316151563879578
1081,-0.7068826446537866,-0.4233027470271025,-0.4731166027716074,0.07475654759836202,-0.5149830599639865,0.3832653049964827,-1.0162127039077369,-0.23376604188217914,1.2099751963321068,0.6945711053510369,0.10117459221287076,-0.9154641641997529
6450,-0.7068826446537866,2.0670344201753656,-2.1253990541826435,-0.3666277781744879,1.3403930566113336,1.8141838136605737,0.8654740721580396,1.418516409528857,0.08308980265377904,-1.092485858166943,0.3879901906350287,0.6776669842243598
6344,-0.2441517265308148,1.7633347656384792,-2.0565539520405167,-0.7449572002655023,0.626786857928518,1.129831483429922,1.470301964464896,1.8124022255097023,-0.7057299729210506,-1.51713305741874,0.8082083929744418,-0.5800681329525711
4066,-0.0899080871564916,0.6092760783983111,-0.33542639848735434,0.621232379507605,0.02735765103495317,-0.3633008734369541,-1.15061890219815,0.24551831133086274,1.6607293538034382,0.783039271861828,-0.7092462265845213,1.0969120232833367
1635,0.21857919159215625,-1.2129218488230071,2.9002934021925912,-0.8080121039473379,-0.6006158038059243,0.2588376085909095,-0.5457910098912929,-2.6817142106004352,-0.5366971638693013,0.18145573958844866,-0.4657864744355379,-0.2446721017053907
3758,-0.475517185592301,-0.4233027470271025,0.07764421436540472,-0.850048706401895,-0.4008060681747361,0.4454791531992707,-0.4785879107460866,-0.5531613999577057,-0.36766435481755216,1.189992837811467,-0.8493189606976836,0.17457293735358628
1915,-0.012786267469329295,0.1233566311392928,0.28417952079178405,0.05373824637108352,-0.5149830599639865,-1.794219382101045,0.395052378141595,-0.29696578826111336,-0.25497581544971937,-0.31396599287198146,-1.0994488430425742,1.6838550779659038
4011,-0.938248103715272,-0.4840426779344798,-0.1977361942031016,-0.4927375855381593,-0.4293503161220488,0.009982215779765716,-0.9490096047625308,-0.7405119095121706,0.36481115107336093,0.4999411390272965,-1.753121602237184,1.9354021014012908
1045,0.06433555221783233,-1.1521819179156298,0.5595599293602903,-0.7239388990382236,-0.1724520845962351,-0.4877285698425273,-0.5457910098912929,-0.495224377142458,-0.36766435481755216,-0.4201277926849307,-0.4991371254148517,0.006874921729996099
54,-0.3212735462179772,-0.8484822633787434,1.8676168700606937,-0.9551402125382878,2.5963399662930877,-0.1852473907900732,-1.0162127039077369,-2.188890416278671,0.4211554207572774,0.2876175394013979,-0.5658384273734793,-1.1670111876351397
3728,-0.7840044643409482,-0.8484822633787434,0.07764421436540472,-0.00931665731075216,-0.8004255394371128,0.8809760906187757,-0.8146034064721185,-0.8616486787063529,-0.5366971638693013,-0.7209195588216204,-1.5263371755777837,2.522345156083858
5775,0.37282283096648017,2.279624178351186,-2.1253990541826435,-0.7029205978109451,0.22716738666614145,1.1920453316327102,0.2606461798511823,2.498221885149124,0.02674553296986264,-1.2871158244906833,-0.3290488054203291,1.0969120232833367
3003,-0.012786267469329295,-0.9092221942861208,-0.06004598991884842,0.17984805373475488,-0.629160051753237,-0.425514721639742,-0.0753693158748488,0.047259722449519134,-0.7620742426049669,-0.2254978263611904,-0.5491631018838224,0.7615159920361549
4573,-0.3212735462179772,-0.11960309249021615,-0.6108068070558604,-0.4507009830836023,-0.8575140353317379,-0.7365839626536738,-0.8818065056173244,0.2895332608378833,0.02674553296986264,-0.29627235956982323,-1.6997605606702595,1.6000060701541088
746,-0.1670299068436532,-0.7877423324713663,0.14648931650753128,0.6422506807348835,-0.6577042997005496,0.009982215779765716,0.19344308070597666,-0.3135192233511845,0.02674553296986264,2.428547168962542,0.20122654515081215,0.006874921729996099
2203,0.44994465065364175,-0.6055225397492344,0.4218697250760372,-0.7029205978109451,0.055901898982265615,-0.05223163242302229,0.1262399815607703,0.028074925577604548,-0.931107051656716,0.9068947049769356,-0.23233191758026725,-0.4962191251407759
2452,0.06433555221783233,-0.9092221942861208,-0.33542639848735434,-0.8080121039473379,-0.8289697873844252,1.005403787024349,0.059036882415563936,0.39976195070518666,0.25212261170552824,0.3583920726100308,-0.7392618124659556,0.4261199607889731
2666,-1.0153699234024338,0.0018767693245384934,-0.06004598991884842,-0.7239388990382236,-0.7433370435424875,1.129831483429922,-0.8146034064721185,-0.9553239334835854,0.4211554207572774,0.4645538724229801,-1.9265449873296232,2.0192511092130863
2349,0.5270664703408041,0.7307559402130657,0.5595599293602903,0.9785435003713404,3.1957691731866533,-0.9854393554648204,0.5966616755772142,-0.032493459019486186,-0.6493857032371341,1.2076864711136253,1.0416629498296384,-0.8316151563879578
802,-0.3212735462179772,0.3055764238614248,0.21533441864965747,1.293818018780519,-0.34371757228011074,-0.923225507262035,-0.00816621672964243,-0.5366079648676346,1.4916965447516888,1.844657269991321,1.018317494144111,-0.999313172011548
1922,-0.1670299068436532,-1.3344017106377617,-0.8861872156243665,-0.114408163447145,-0.029730844859672114,0.4454791531992707,-0.8146034064721185,0.7191573087807133,-0.1986315457658029,0.19914937289060686,0.20122654515081215,-0.9154641641997529
3187,-0.3983953659051387,-0.969962125193498,0.3530246229339106,-0.8710670076291737,-0.8289697873844252,0.13440991218533896,-1.0834158030529435,-0.7514199888390494,0.646532499492943,0.1637621062862904,-1.7697969277268408,1.9354021014012908
4263,-0.1670299068436532,1.2774153183794612,-1.8500186456141376,0.5371591745984906,-0.5720715558586117,0.2588376085909095,-0.4785879107460866,1.6829887387704845,-0.6493857032371341,0.8538138050704609,-0.6692254454093743,1.4323080545305171
3945,-0.7840044643409482,-0.4233027470271025,0.008799112223278146,0.17984805373475488,-0.2295405804908604,-0.05223163242302229,0.4622554772868014,-0.7928035765642263,0.9282538479125251,0.7653456385596697,-0.6258695991362367,0.4261199607889731
6147,-0.0899080871564916,1.5811149729163472,-2.1253990541826435,-0.660883995356388,0.6553311058758307,1.129831483429922,0.5294585764320078,2.035490967026152,-0.36766435481755216,-1.3932776243036329,0.14786550358388784,0.342270952977178
6311,2.069502864084042,1.398895180194215,-0.4731166027716074,-0.7239388990382236,1.3689373045586462,-1.1098670518703937,2.4783484516429906,2.542619466855649,-1.0437955910245489,-0.4732086925914054,0.5347330549439872,-0.32852110951718577
4142,-1.0153699234024338,-0.4233027470271025,-0.33542639848735434,0.7473421868712763,-0.14390783664892268,0.1966237603881242,-0.00816621672964243,-0.6799435249150795,0.7028767691768594,0.3583920726100308,-0.1989812666009905,0.17457293735358628
2640,0.14145737190499466,-0.8484822633787434,0.3530246229339106,-0.8920853088564522,-0.8004255394371128,-0.4877285698425273,0.5294585764320078,-0.21156725102891602,-0.14228727608188654,-0.4732086925914054,-1.1261293638259808,1.0969120232833367
6239,0.21857919159215625,1.0344555947499519,-2.0565539520405167,-0.7869938027200594,0.7980523456123938,0.8809760906187757,0.059036882415563936,2.2751331436326736,-0.9874513213406324,-1.4994394241165816,0.2279070659342558,0.006874921729996099
2508,-0.475517185592301,-0.4840426779344798,-0.4731166027716074,1.293818018780519,-0.3151733243327983,0.6943345460104172,-0.6801972081817057,-0.002400582820693609,0.8155653085446922,1.101524671300676,0.7381720259178607,-0.5800681329525711
5919,3.1492083397043085,0.1233566311392928,2.3495325850555795,-0.6398656941291094,1.911278015557586,-0.11444548062580752,-0.00816621672964243,0.799675754648729,-1.5508940181797966,-1.9063929900662209,0.5747538361192082,1.180761031095132
6434,-0.8611262840281105,1.1559354565647066,-1.643483339187758,-0.7449572002655023,0.5982426099812054,2.374108447485655,0.9998802704484524,0.7823570551596476,-0.36766435481755216,-1.2517285578863668,0.19455641495494197,-0.1608230938935941
6293,1.0669192081509369,2.0974043856290545,-1.5057931349035047,-0.8080121039473379,1.0264063291908945,0.5699068496048441,0.7982709730128332,2.572712343054442,-1.5508940181797966,-1.835618456857588,0.9182655412061328,-0.7896906524820595
2840,-0.5526390052794626,0.18409656204667013,0.07764421436540472,-0.4086643806290451,-0.5720715558586117,-0.2388731770313808,-1.0162127039077369,-0.6302832196448673,-0.4240086245014685,-0.4201277926849307,-1.1127891034342776,0.5938179764125633
442,-0.938248103715272,-0.5447826088418571,-0.26658129634522776,-0.6819022965836665,-0.8575140353317379,1.3164730280382837,0.7982709730128332,-0.6716668073700444,1.3226637356999398,0.18145573958844866,-1.6330592587116322,2.0192511092130863
6441,2.9949647003299837,0.6092760783983111,0.6972501336445431,-0.6819022965836665,0.22716738666614145,0.1966237603881242,0.2606461798511823,2.297714566685441,-0.931107051656716,-1.7117630237424806,0.9616213874792336,-0.07697408608179901
4128,-0.475517185592301,-0.05886316158283882,0.008799112223278146,2.1345500678716616,-0.05827509280698455,0.1966237603881242,0.19344308070597666,-0.4843162978155792,1.7734178931712712,1.9685127031064285,0.8815798251289025,-0.07697408608179901
5663,1.5296501262739084,2.0062944892679884,-1.5057931349035047,-0.5137558867654379,0.997862081243582,0.5699068496048441,0.059036882415563936,3.035443261177413,-1.0437955910245489,-1.1986476579798924,1.3951798502103498,-0.8316151563879578
4851,-0.6297608249666243,-0.05886316158283882,0.8349403379287962,0.7263238856439979,-0.029730844859672114,-0.7365839626536738,-0.34418171245567425,-1.4647011628954203,1.2099751963321068,0.8538138050704609,0.06115381103764976,-0.7477661485761627
3967,-0.7068826446537866,-0.4233027470271025,1.3168560529236821,0.4530859696893762,-0.20099633254354773,-0.3633008734369541,0.059036882415563936,-2.0237386975774685,0.25212261170552824,1.4907846039481567,0.2612577169135696,-0.9154641641997529
5208,2.3779901428326897,1.1559354565647066,1.1103207464973022,-0.6188473929018308,0.1986231387188288,-0.6121562662481006,0.395052378141595,1.2676693963353876,-1.381861209128047,-1.6056012239295312,1.7020058392201185,-0.999313172011548
5425,-0.1670299068436532,0.2448364929540475,1.1791658486394287,-0.6188473929018308,1.1691275689274574,1.0676176352271372,1.6047081627553088,-1.346195755483082,0.13943407233769542,-0.5439832258000382,0.5013824039646734,0.7615159920361549
138,-0.3212735462179772,-0.9092221942861208,0.28417952079178405,-0.7449572002655023,-0.6006158038059243,-0.425514721639742,0.059036882415563936,-0.6054530670097612,-0.02959873671405376,-0.34935325947629786,-0.9993968901045958,0.2584219451653829
2719,0.21857919159215625,-0.969962125193498,-0.06004598991884842,0.22188465618931205,-0.7718812914898001,-1.1720809000731816,-1.0162127039077369,0.2786251815110047,1.2663194660160233,0.783039271861828,-0.6458799897238102,0.342270952977178
3509,-0.6297608249666243,-0.4840426779344798,-0.4731166027716074,1.1046533077350118,-0.2866290763854857,-0.3010870252341688,0.1262399815607703,-0.1566442221950169,1.9987949719069364,1.119218304602834,0.4546914925936563,-0.4962191251407759
6189,0.7584319294022891,1.793704731092168,-1.5057931349035047,-0.7029205978109451,0.4840656181919548,0.4454791531992707,1.470301964464896,2.2642250643057937,-0.3113200851336357,-0.9863240583539936,0.5614135757274309,0.342270952977178
2136,0.5270664703408041,-0.969962125193498,0.28417952079178405,0.09577484882564068,0.055901898982265615,0.1966237603881242,-0.0753693158748488,0.2428869495490201,0.02674553296986264,0.2876175394013979,0.10117459221287076,0.342270952977178
3569,0.6041882900279657,-0.5447826088418571,-0.33542639848735434,0.8944702954622262,-0.5720715558586117,-1.4209362928843252,-1.15061890219815,0.9396146885153199,-0.8747627819727997,-0.5439832258000382,-0.2123215269926938,0.5938179764125633
853,0.37282283096648017,0.0018767693245384934,1.7987717679185669,1.1887265126441262,-0.4864388120166739,-0.9854393554648204,-0.2769786133104679,-1.425948936952087,0.5901882298090266,0.6237965721424039,1.0349928196337683,-1.5862562266941167
56,-0.012786267469329295,-0.7877423324713663,0.14648931650753128,1.3568729224623548,-0.3722618202274236,-0.7987978108564618,-0.20977551416526152,-0.15927558397686056,0.36481115107336093,1.7208018368762137,0.5013824039646734,-0.7477661485761627
1722,0.21857919159215625,0.3663163547688021,4.6902660578878805,2.9542638157355263,-0.4293503161220488,0.13440991218533896,-1.0162127039077369,-4.471686866295724,0.13943407233769542,0.5707156722359293,1.0016421686544543,1.264610038906927
5771,1.4525283065867465,-0.7877423324713663,0.3530246229339106,-0.8080121039473379,0.31280013050807937,0.07219606398255096,0.32784927899638866,1.0995036836528356,-1.381861209128047,-1.8710057234619044,0.27459797730534696,0.5099689686007681
139,0.6813101097151273,-0.3625628161197251,0.4907148272181638,-0.7449572002655023,-0.7718812914898001,-0.1852473907900732,-0.0753693158748488,0.1905952824969635,-0.7057299729210506,-0.6501450256129876,-0.7992929842287131,1.0969120232833367
4643,-0.5526390052794626,-0.7877423324713663,0.21533441864965747,0.05373824637108352,-0.3722618202274236,0.13440991218533896,-0.20977551416526152,-0.76797342392912,0.9282538479125251,1.4377037040416818,-0.25901243836374793,-0.32852110951718577
5471,2.532233782207013,1.5203750420089701,1.1791658486394287,-0.7029205978109451,0.3984328743500173,0.507693001402056,0.19344308070597666,1.3530679335675844,-0.931107051656716,-1.2163412912820504,1.4685512823648847,-0.7477661485761627
4134,-0.3212735462179772,-0.4233027470271025,-0.26658129634522776,0.4951225721439335,-0.5149830599639865,0.13440991218533896,-1.2850251004885622,-0.0546922498727494,-0.25497581544971937,-0.4732086925914054,-1.066098192063223,1.6838550779659038
2948,-0.3212735462179772,-0.4840426779344798,1.1103207464973022,0.15882975250747638,-0.20099633254354773,-0.05223163242302229,-0.5457910098912929,-1.4315942927152794,1.3790080053838565,1.1722992045093088,0.3746499302432884,-0.9154641641997529
4933,0.44994465065364175,1.8544446619995447,-2.1942441563247703,0.01170164391652634,0.8551408415070187,1.129831483429922,0.1262399815607703,2.644188806978412,-1.4382054788119636,-1.7294566570446388,1.3017980274683156,-0.7477661485761627
5576,0.8355537490894519,2.6744337292491385,-1.5057931349035047,-0.5978290916745522,0.7124196017704559,1.6275422690522152,-0.00816621672964243,2.3413468839929568,0.8155653085446922,-0.5085959591957219,1.2017460745303372,-0.4123701173289809
3698,-0.7068826446537866,-0.7270024015639889,0.14648931650753128,-0.8920853088564522,-0.5720715558586117,-0.9854393554648204,1.40309886531969,-0.8533719611613179,0.08308980265377904,-0.34935325947629786,-1.6964254955723428,0.9292140076597452
1889,0.29570101127931786,-1.1521819179156298,0.5595599293602903,-0.8710670076291737,-0.5720715558586117,-0.4877285698425273,1.5375050636101024,-0.26385891808097245,-0.36766435481755216,-0.06625512664176643,-0.4991371254148517,-0.4123701173289809
1949,-0.3983953659051387,-0.18034302339759348,0.8349403379287962,0.2639212586438692,-0.05827509280698455,-1.1098670518703937,-0.6129941090364993,-1.2333357038339352,-0.08594300639797016,0.783039271861828,0.16787589417149834,-0.7477661485761627
6276,-0.012786267469329295,0.6700160093056884,-1.1615676241928723,-0.7239388990382236,0.626786857928518,0.4454791531992707,-0.14257241502005516,1.1487813567235432,-1.1564841303923816,-1.5525203240230565,0.464696687887406,-0.4962191251407759
3623,-0.3212735462179772,0.6700160093056884,-0.26658129634522776,4.330962546122273,-0.7147927955951748,-0.9854393554648204,-0.7474003073269121,-0.0546922498727494,-0.1986315457658029,0.11068120637981577,2.7525513450686145,0.0907239295417912
5303,1.1440410278380984,-0.18034302339759348,0.9726305422130492,-0.850048706401895,0.08444614692957844,0.8809760906187757,1.5375050636101024,0.171410485625049,-1.1001398607084654,-1.6056012239295312,0.6347850078819657,-0.32852110951718577
3593,-1.24673538246392,-0.3625628161197251,-0.26658129634522776,-0.26153627203809504,-0.34371757228011074,0.8187622424159905,-0.6129941090364993,-0.9801540861186924,1.2099751963321068,0.7476520052575115,-0.8993449371666544,0.17457293735358628
